_index,fecha,¿Cuántos años cumplidos tiene?,Cuál es su género?,Grupo étnico,Víctima del conflicto,RUV,Tipo de discapacidad,¿Cuenta con SISBEN?,¿Cuál es el parentesco suyo con el jefe o jefa del hogar en su vivienda?,¿Dónde queda ubicada su vivienda?,¿En qué barrio vive?,Escriba el nombre del barrio que NO se encuentra en la lista...180,¿En qué corregimiento o vereda reside?,¿En qué departamento queda ubicado el municipio?,Seleccione un municipio de: Bolívar...,Hora de Apertura del Comercio,Hora Cierre del Comercio,¿Cuántos trabajadores tiene?,¿Cuántos trabajadores extranjeros tiene?,"En su mayoría, ¿qué tipo de contrato tienen sus trabajadores?","En su mayoría, ¿los contratos de trabajo son a término indefinido o a término fijo?",¿Tiene registro ante la Cámara de Comercio?,¿Su registro ante la Cámara de Comercio está actualizado a 2021?,¿Cuál es la Actividad Económica Principal (Código CIIU) que aparece en su Cámara de Comercio?,¿Tiene registro ante la DIAN (RUT)?,"Otro, ¿cuál?...","Se dedica usted al comercio al por mayor, al comercio al por menor o ambos","En un día promedio, ¿cuánto invierte en mercancía?...",Tipo de producto/servicio,País,Municipio,Departamento,Eres_Cartagenero,motivo_de_cambio,Afiliación a EPS,Medio de transporte,Nivel de escolaridad,seguridad social sin salud,Manejo de basuras
2652,06/24/2021 12:00:00 AM,72,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,150000.0,Prendas de vestir y sus accesorios,NS/NR,NS/NR,Sucre,"No, nací en otro municipio",NS/NR,Subsidiado,Mototaxi,Primaria incompleta,No afiliado,La recoge el servicio de aseo
2653,06/24/2021 12:00:00 AM,42,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Candelaria,NS/NR,NS/NR,NS/NR,NS/NR,04:30:00.000-05:00,13:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,75000.0,"Libros, periódicos, materiales y artículos de papelería y escritorio",Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta urbana,Primaria incompleta,No afiliado,La pone en los colectores de basura o canecas
2654,06/24/2021 12:00:00 AM,27,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,San Pedro Mártir,NS/NR,NS/NR,NS/NR,NS/NR,06:30:00.000-05:00,06:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,40000.0,Prendas de vestir y sus accesorios,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Básica completa,No afiliado,La recoge el servicio de aseo
2655,06/24/2021 12:00:00 AM,40,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,17:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,100000.0,Otros productos nuevos,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Taxi Colectivo,Básica completa,No afiliado,La recoge el servicio de aseo
2656,06/24/2021 12:00:00 AM,33,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Nelson Mandela,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,06:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,300000.0,Artículos deportivos,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Mototaxi,Primaria completa,No afiliado,La recoge el servicio de aseo
2657,06/24/2021 12:00:00 AM,25,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,06:30:00.000-05:00,17:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,25000.0,"Libros, periódicos, materiales y artículos de papelería y escritorio",Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Bicicleta,Bachiller,Afiliado,La recoge el servicio de aseo
2658,06/24/2021 12:00:00 AM,39,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,Vista Hermosa,NS/NR,NS/NR,NS/NR,NS/NR,08:30:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,100000.0,Solo ofrezco servicios.,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Mototaxi,Básica completa,No afiliado,La recoge el servicio de aseo
2659,06/24/2021 12:00:00 AM,19,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,NO,Sin discapacidad,NO,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,Torices,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,17:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,170000.0,"Computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones",Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Bicicleta,Bachiller,No afiliado,La recoge el servicio de aseo
2660,06/24/2021 12:00:00 AM,36,Femenino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,San Fernando,NS/NR,NS/NR,NS/NR,NS/NR,07:30:00.000-05:00,18:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,120000.0,Otros productos nuevos,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Mototaxi,Universitario,No afiliado,La pone en los colectores de basura o canecas
2661,06/24/2021 12:00:00 AM,42,Femenino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,Zaragocilla,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,150000.0,Artículos deportivos,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Mototaxi,Básica completa,No afiliado,La pone en los colectores de basura o canecas
2683,06/24/2021 12:00:00 AM,23,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Arreglo de cejas y pestañas,Comercio al por menor,50000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo
2662,06/24/2021 12:00:00 AM,61,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,17:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,50000.0,Artículos deportivos,NS/NR,NS/NR,Córdoba,"No, nací en otro municipio",NS/NR,NS/NR,Jeep Colectivo,Primaria completa,No afiliado,La pone en los colectores de basura o canecas
2663,06/24/2021 12:00:00 AM,36,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,150000.0,Artículos deportivos,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Mototaxi,Básica completa,No afiliado,La recoge el servicio de aseo
2664,06/24/2021 12:00:00 AM,22,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Candelaria,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,50000.0,Artículos deportivos,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Taxi Colectivo,Bachiller,No afiliado,La recoge el servicio de aseo
2665,06/24/2021 12:00:00 AM,37,Femenino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,Bruselas,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,19:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,40000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Mototaxi,Bachiller,No afiliado,La recoge el servicio de aseo
2666,06/24/2021 12:00:00 AM,26,Femenino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,San Francisco,NS/NR,NS/NR,NS/NR,NS/NR,08:30:00.000-05:00,18:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,50000.0,Otros productos nuevos,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Bus/Buseta urbana,Básica completa,No afiliado,La recoge el servicio de aseo
2667,06/24/2021 12:00:00 AM,53,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,Vista Hermosa,NS/NR,NS/NR,NS/NR,NS/NR,06:50:00.000-05:00,19:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Venta de bolsas y sacos,Comercio al por menor,30000.0,Solo ofrezco servicios.,NS/NR,NS/NR,NS/NR,"No, nací en otro municipio",NS/NR,Subsidiado,A pie,NS/NR,No afiliado,La recoge el servicio de aseo
2668,06/24/2021 12:00:00 AM,25,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,09:00:00.000-05:00,18:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,50000.0,Solo ofrezco servicios.,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Bus/Buseta urbana,Universitario,No afiliado,La recoge el servicio de aseo
2669,06/24/2021 12:00:00 AM,50,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Martínez Martelo,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,19:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,150000.0,Productos agrícolas,NS/NR,NS/NR,Magdalena,"No, nací en otro municipio",NS/NR,Subsidiado,Mototaxi,Primaria incompleta,No afiliado,La recoge el servicio de aseo
2670,06/24/2021 12:00:00 AM,63,Masculino,Ninguno de los anteriores,1,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Esperanza,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,200000.0,Calzado y artículos de cuero y sucedáneos del cuero,NS/NR,NS/NR,Santander,"No, nací en otro municipio",NS/NR,Subsidiado,Mototaxi,Bachiller,No afiliado,La recoge el servicio de aseo
2671,06/24/2021 12:00:00 AM,66,Masculino,Afrodescendiente o negro,1,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,EscallónVilla,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,400000.0,Productos agrícolas,NS/NR,NS/NR,Sucre,"No, nací en otro municipio",NS/NR,Subsidiado,Taxi Colectivo,Primaria completa,No afiliado,La recoge el servicio de aseo
2672,06/24/2021 12:00:00 AM,36,Masculino,Ninguno de los anteriores,1,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,20:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,60000.0,Productos agrícolas,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,Subsidiado,Taxi Colectivo,Primaria incompleta,No afiliado,La pone en los colectores de basura o canecas
2673,06/24/2021 12:00:00 AM,44,Masculino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Zaragocilla,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,19:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,300000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,No afiliado,A pie,Básica completa,No afiliado,La recoge el servicio de aseo
2674,06/24/2021 12:00:00 AM,32,Femenino,Palenquero,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,40000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Básica completa,No afiliado,La recoge el servicio de aseo
2675,06/24/2021 12:00:00 AM,54,Masculino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,200000.0,Productos agrícolas,NS/NR,NS/NR,Sucre,"No, nací en otro municipio",NS/NR,Subsidiado,Jeep Colectivo,Básica completa,Afiliado,La recoge el servicio de aseo
2676,06/24/2021 12:00:00 AM,44,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Arreglo de cejas y pestañas,Comercio al por menor,100000.0,Solo ofrezco servicios.,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,Subsidiado,Taxi Colectivo,Bachiller,No afiliado,La recoge el servicio de aseo
2677,06/24/2021 12:00:00 AM,34,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,San Francisco,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,19:00:00.000-05:00,1,0.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,100000.0,Prendas de vestir y sus accesorios,Colombia,Cartagena,Bolívar,Sí,NS/NR,Contributivo,Bus/Buseta urbana,Bachiller,No afiliado,La recoge el servicio de aseo
2678,06/24/2021 12:00:00 AM,23,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,07:30:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,100000.0,Prendas de vestir y sus accesorios,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Bachiller,No afiliado,La recoge el servicio de aseo
2679,06/24/2021 12:00:00 AM,25,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,06:25:00.000-05:00,07:25:00.000-05:00,1,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,30.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo
2680,06/23/2021 12:00:00 AM,36,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,06:00:00.000-05:00,1,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,30.0,Calzado y artículos de cuero y sucedáneos del cuero,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Taxi Colectivo,Primaria incompleta,Afiliado,La recoge el servicio de aseo
2681,06/24/2021 12:00:00 AM,58,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,19:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Venta de bolsas y sacos,Comercio al por menor,20000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Primaria completa,No afiliado,La recoge el servicio de aseo
2682,06/24/2021 12:00:00 AM,46,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Nueve de Abril,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,19:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,200000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,No afiliado,Jeep Colectivo,Primaria incompleta,No afiliado,La recoge el servicio de aseo
2684,06/24/2021 12:00:00 AM,45,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,100000.0,Otros productos nuevos,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,Subsidiado,Bus/Buseta urbana,Primaria incompleta,No afiliado,La recoge el servicio de aseo
2685,06/24/2021 12:00:00 AM,42,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,200000.0,Prendas de vestir y sus accesorios,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,NS/NR,No afiliado,La recoge el servicio de aseo
2686,06/24/2021 12:00:00 AM,19,Femenino,Ninguno de los anteriores,1,SI,Sin discapacidad,SI,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,La Esperanza,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,19:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,2500000.0,Calzado y artículos de cuero y sucedáneos del cuero,NS/NR,NS/NR,Córdoba,"No, nací en otro municipio",NS/NR,Contributivo,A pie,Bachiller,No afiliado,La recoge el servicio de aseo
2687,06/24/2021 12:00:00 AM,19,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,El Pozón,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,50000.0,Prendas de vestir y sus accesorios,NS/NR,NS/NR,NS/NR,"No, nací en otro municipio",NS/NR,No afiliado,Bicicleta,Bachillerato completo,No afiliado,La recoge el servicio de aseo
2688,06/24/2021 12:00:00 AM,21,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,La Candelaria,NS/NR,NS/NR,NS/NR,NS/NR,05:30:00.000-05:00,19:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,200000.0,Productos agrícolas,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Mototaxi,Bachiller,No afiliado,La recoge el servicio de aseo
2689,06/24/2021 12:00:00 AM,67,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Vista Hermosa,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,19:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Variedades,Comercio al por menor,30000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,Subsidiado,A pie,Primaria incompleta,No afiliado,La recoge el servicio de aseo
2690,06/24/2021 12:00:00 AM,21,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,Henequen,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,100000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Primaria completa,No afiliado,La recoge el servicio de aseo
2691,06/24/2021 12:00:00 AM,32,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Junín,NS/NR,NS/NR,NS/NR,NS/NR,07:11:00.000-05:00,06:11:00.000-05:00,1,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,40.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Bachiller,No afiliado,La recoge el servicio de aseo
2692,06/24/2021 12:00:00 AM,47,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,10:39:00.000-05:00,06:39:00.000-05:00,1,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,100.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,No afiliado,Mototaxi,Primaria incompleta,No afiliado,La recoge el servicio de aseo
2693,06/24/2021 12:00:00 AM,29,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,Nelson Mandela,NS/NR,NS/NR,NS/NR,NS/NR,05:14:00.000-05:00,07:14:00.000-05:00,1,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,300.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Bachiller,No afiliado,La recoge el servicio de aseo
2694,06/24/2021 12:00:00 AM,30,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,Boston,NS/NR,NS/NR,NS/NR,NS/NR,07:01:00.000-05:00,07:57:00.000-05:00,1,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,1500.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta urbana,Bachiller,No afiliado,La recoge el servicio de aseo
2695,06/24/2021 12:00:00 AM,38,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,El Pozón,NS/NR,NS/NR,NS/NR,NS/NR,07:30:00.000-05:00,05:00:00.000-05:00,1,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,120.0,Solo ofrezco servicios.,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Mototaxi,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo
2696,06/24/2021 12:00:00 AM,42,Femenino,Afrodescendiente o negro,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Quinta,NS/NR,NS/NR,NS/NR,NS/NR,07:40:00.000-05:00,07:06:00.000-05:00,1,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,30000.0,Solo ofrezco servicios.,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Taxi Colectivo,Bachiller,No afiliado,La recoge el servicio de aseo
2697,06/24/2021 12:00:00 AM,52,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,Boston,NS/NR,NS/NR,NS/NR,NS/NR,07:01:00.000-05:00,06:20:00.000-05:00,2,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,20000.0,Artículos deportivos,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Bachiller,No afiliado,La recoge el servicio de aseo
